9566000000.000000, 0.7842
9566500000.000000, 1.4344
9567000000.000000, 1.1771
9567500000.000000, 1.1842
9568000000.000000, 0.7639
9568500000.000000, 1.1015
9569000000.000000, 0.5478
9569500000.000000, 0.9772
9570000000.000000, 1.0043
9570500000.000000, 0.5638
9571000000.000000, 0.4331
9571500000.000000, 0.6173
9572000000.000000, 0.7438
9572500000.000000, 0.8989
9573000000.000000, 0.9793
9573500000.000000, 0.8903
9574000000.000000, 1.0265
9574500000.000000, 0.7316
9575000000.000000, 0.8386
9575500000.000000, 1.2339
9576000000.000000, 0.7801
9576500000.000000, 0.6631
9577000000.000000, 1.0805
9577500000.000000, 0.3340
9578000000.000000, 0.8260
9578500000.000000, 0.5747
9579000000.000000, 0.7758
9579500000.000000, 0.4524
9580000000.000000, 1.0784
9580500000.000000, 0.9177
9581000000.000000, 0.2340
9581500000.000000, 1.0886
9582000000.000000, 1.0141
9582500000.000000, 0.8632
9583000000.000000, 0.6461
9583500000.000000, 0.5665
9584000000.000000, 1.1442
9584500000.000000, 0.5252
9585000000.000000, 0.4832
9585500000.000000, 1.0462
9586000000.000000, 0.8133
9586500000.000000, 1.1807
9587000000.000000, 0.8700
9587500000.000000, 1.0669
9588000000.000000, 1.2697
9588500000.000000, 0.9059
9589000000.000000, 0.6662
9589500000.000000, 1.6062
9590000000.000000, 1.1573
9590500000.000000, 0.8255
9591000000.000000, 1.1449
9591500000.000000, 0.9198
9592000000.000000, 1.2775
9592500000.000000, 0.0197
9593000000.000000, 0.7011
9593500000.000000, 0.6835
9594000000.000000, 0.8795
9594500000.000000, 0.7587
9595000000.000000, 0.2912
9595500000.000000, 0.5167
9596000000.000000, 1.3571
9596500000.000000, 0.7345
9597000000.000000, 0.2513
9597500000.000000, 0.8556
9598000000.000000, 0.1439
9598500000.000000, 0.6220
9599000000.000000, 0.3201
9599500000.000000, 0.4555
9600000000.000000, 0.2171
9600500000.000000, 0.8063
9601000000.000000, 0.1911
9601500000.000000, 0.0319
9602000000.000000, 0.6681
9602500000.000000, 0.8011
9603000000.000000, 0.5188
9603500000.000000, 0.7486
9604000000.000000, 0.5041
9604500000.000000, 0.3353
9605000000.000000, 0.3320
9605500000.000000, 0.4866
9606000000.000000, 0.5338
9606500000.000000, 0.4833
9607000000.000000, 0.9964
9607500000.000000, 0.7209
9608000000.000000, 0.6468
9608500000.000000, 0.5238
9609000000.000000, 0.2022
9609500000.000000, 0.6437
9610000000.000000, 0.1839
9610500000.000000, 1.0376
9611000000.000000, 0.5086
9611500000.000000, 1.3917
9612000000.000000, 0.7243
9612500000.000000, 0.1655
9613000000.000000, 1.4485
9613500000.000000, 0.9058
9614000000.000000, 0.6516
9614500000.000000, 1.1565
9615000000.000000, 0.7094
9615500000.000000, -0.1431
9616000000.000000, 0.7725
9616500000.000000, 0.5729
9617000000.000000, 0.6385
9617500000.000000, 1.3412
9618000000.000000, 0.8298
9618500000.000000, 1.1805
9619000000.000000, 0.2703
9619500000.000000, 0.7027
9620000000.000000, 1.3035
9620500000.000000, 1.0388
9621000000.000000, 0.4831
9621500000.000000, 1.0154
9622000000.000000, 0.7076
9622500000.000000, 1.0057
9623000000.000000, 0.5226
9623500000.000000, 0.6194
9624000000.000000, 0.7966
9624500000.000000, 0.8438
9625000000.000000, 0.3298
9625500000.000000, 1.0440
9626000000.000000, 1.2336
9626500000.000000, 1.1744
9627000000.000000, 0.4723
9627500000.000000, 1.5353
9628000000.000000, 1.3003
9628500000.000000, 1.0538
9629000000.000000, 0.6442
9629500000.000000, 1.1075
9630000000.000000, 0.7974
9630500000.000000, 0.8001
9631000000.000000, 1.0304
9631500000.000000, 1.4561
9632000000.000000, 0.5663
9632500000.000000, 0.3045
9633000000.000000, 1.3970
9633500000.000000, 0.5651
9634000000.000000, 0.6149
9634500000.000000, 0.7452
9635000000.000000, 1.7011
9635500000.000000, 0.6538
9636000000.000000, 0.7269
9636500000.000000, 1.4988
9637000000.000000, 0.5870
9637500000.000000, 0.8390
9638000000.000000, 1.0452
9638500000.000000, 0.6084
9639000000.000000, 1.1959
9639500000.000000, 0.8415
