8440000000.000000, -3.8417
8460000000.000000, -2.9590
8480000000.000000, -3.2076
8500000000.000000, -2.7128
8520000000.000000, -2.4507
8540000000.000000, -2.7417
8560000000.000000, -3.1508
8580000000.000000, -3.4268
8600000000.000000, -3.0211
8620000000.000000, -3.3179
8640000000.000000, -3.1347
8660000000.000000, -3.2761
8680000000.000000, -3.0645
8700000000.000000, -2.9072
8720000000.000000, -3.0484
8740000000.000000, -2.8902
8760000000.000000, -2.8989
8780000000.000000, -2.5186
8800000000.000000, -3.0212
8820000000.000000, -3.1221
8840000000.000000, -3.3073
8860000000.000000, -3.2638
8880000000.000000, -3.4496
8900000000.000000, -3.0235
8920000000.000000, -2.7853
8940000000.000000, -2.7664
8960000000.000000, -2.7679
8980000000.000000, -3.1279
9000000000.000000, -2.8186
9020000000.000000, -3.0070
9040000000.000000, -3.0364
9060000000.000000, -2.9604
9080000000.000000, -3.5337
9100000000.000000, -3.3520
9120000000.000000, -2.8511
9140000000.000000, -2.5571
9160000000.000000, -2.1072
9180000000.000000, -3.0110
9200000000.000000, -2.8655
9220000000.000000, -2.6158
9240000000.000000, -2.8134
9260000000.000000, -2.8529
9280000000.000000, -2.6611
9300000000.000000, -3.0510
9320000000.000000, -2.5886
9340000000.000000, -2.2530
9360000000.000000, -2.4545
9380000000.000000, -2.3754
9400000000.000000, -2.6267
9420000000.000000, -2.7350
9440000000.000000, -1.9414
9460000000.000000, -1.5272
9480000000.000000, -1.5337
9500000000.000000, -1.5629
9520000000.000000, -1.1519
9540000000.000000, -2.0565
9560000000.000000, -1.7957
9580000000.000000, -1.8961
9600000000.000000, -2.6911
9620000000.000000, -2.0349
9640000000.000000, -1.9672
9660000000.000000, -1.4228
9680000000.000000, -1.2671
9700000000.000000, -1.2008
9720000000.000000, -0.9685
9740000000.000000, -0.9124
9760000000.000000, -1.7858
9780000000.000000, -1.1461
9800000000.000000, -0.5527
9820000000.000000, 0.2839
9840000000.000000, -1.3205
9860000000.000000, -1.9496
9880000000.000000, -0.9517
9900000000.000000, -0.3827
9920000000.000000, -0.2317
9940000000.000000, 0.1441
9960000000.000000, -1.3775
9980000000.000000, -1.1737
10000000000.000000, -1.4660
10020000000.000000, -0.8826
10040000000.000000, -0.9998
10060000000.000000, -1.1934
10080000000.000000, -1.3357
10100000000.000000, -0.5497
10120000000.000000, -0.6059
10140000000.000000, -1.4093
10160000000.000000, -0.2169
10180000000.000000, -1.0788
10200000000.000000, -0.9032
10220000000.000000, -0.6740
10240000000.000000, -1.1379
10260000000.000000, -1.0979
10280000000.000000, -0.9263
10300000000.000000, -1.7195
10320000000.000000, -0.8610
10340000000.000000, -1.8454
10360000000.000000, -1.8349
10380000000.000000, -0.9308
10400000000.000000, -1.8038
10420000000.000000, -1.3356
10440000000.000000, -2.1523
